Legacy Student ID,معرّف الطالب القديم
Legacy Student ID must be greater than zero.,معرّف الطالب القديم يجب أن يكون أكبر من الصفر.
Legacy Student ID {0} is already linked to student {1}.,معرّف الطالب القديم {0} هو بالفعل مرتبط إلى الطالب {1}.
Legacy Teacher ID,معرّف المعلم القديم
Legacy Updated At,تاريخ التحديث القديم
Legacy Updated At cannot be earlier than Legacy Created At.,تاريخ التحديث القديم لا يمكن أن يكون أسبق من تاريخ الإنشاء القديم.
Level Name,اسم المستوى
Location,الموقع
Location Code,رمز الموقع
"Location Code may contain only uppercase letters, numbers, hyphens, and underscores.",رمز الموقع قد يحتوي فقط كبيرة حروف، أرقام، شرطات، و شرطات سفلية.
Location Code {0} is already used by location {1}.,رمز الموقع {0} هو بالفعل مستخدم بواسطة الموقع {1}.
Location Name,اسم الموقع
Location Name {0} already exists in branch {1}.,اسم الموقع {0} بالفعل موجود في الفرع {1}.
Location Type,نوع الموقع
Low,منخفض
Madinah,المدينة
Major or Grade,التخصص أو الصف
Makeup,تعويضي
Makkah,مكة
Male,ذكر
Marital Status,الحالة الإجتماعية
Married,متزوج
Maximum Juz,الحد الأقصى للأجزاء
Maximum Occurrences,الحد الأقصى للتكرارات
Maximum Score,الدرجة القصوى
Maximum Students,الحد الأقصى للطلاب
Maximum Students must be greater than zero.,الحد الأقصى للطلاب يجب أن يكون أكبر من الصفر.
Medium,متوسط
Memorization,الحفظ
Memorization Percentage,نسبة الحفظ
Memorization Percentage must be between 0 and 100.,نسبة الحفظ يجب أن يكون بين 0 و 100.
Memorization Quality,جودة الحفظ
Memorization State,حالة الحفظ
Memorization and Performance,الحفظ والأداء
"Memorization, Performance, Waqf and Ibtida Score",درجة الحفظ والأداء والوقف والابتداء
Memorized,محفوظ
Memorized Juz,عدد الأجزاء المحفوظة
Memorized Juz must be between 0 and 30.,الأجزاء المحفوظة يجب أن يكون بين 0 و 30.
Memorized and Explained,محفوظ و مشروح
Memorizing,قيد الحفظ
Men,رجال
Mentor,المعلم
Mentor and Assistant Mentor cannot be the same person.,المعلم و المعلم المساعد لا يمكن أن يكون الـ نفس الشخص.
Message,رسالة
Middle Name,الاسم الأوسط
Milestone Type,نوع المرحلة
Milestone sequences must be positive and unique.,المرحلة التسلسلات يجب أن يكون موجبة و فريدين.
Minimum Juz,الحد الأدنى للأجزاء
Minimum Juz cannot be greater than Maximum Juz.,الحد الأدنى للأجزاء لا يمكن أن يكون أكبر من الحد الأقصى للأجزاء.
Missing Attendance,حضور غير مسجل
Mistakes Count,عدد الأخطاء
Mistakes Count cannot be negative.,عدد الأخطاء لا يمكن أن يكون سالبة.
Mixed,مختلط
Mobile,التليفون المحمول
Mobile Number,رقم الهاتف
Monday,يوم الاثنين
Monthly,شهريا
Mosque,مسجد
Mother Name,اسم الأم
Mother Number,رقم الأم
Mother Occupation,مهنة الأم
Mujaz,مجاز
Naming Series,سلسلة التسمية
National ID,رقم الهوية
Nationality,الجنسية
Needs Revision,يحتاج المراجعة
New Memorization,الحفظ الجديد
Next Assignment does not have a Student Assignment.,الإسناد التالي لا لديه إسناد الطالب.
Next Follow-up Date,تاريخ المتابعة التالية
Next Follow-up Date cannot be before Follow-up Date.,تاريخ المتابعة التالية لا يمكن أن يكون قبل تاريخ المتابعة.
Next Follow-up Date is required when follow-up is required.,تاريخ المتابعة التالية هو مطلوب عندما المتابعة هو مطلوب.
Next Quran Work,العمل القرآني التالي
No Progress Days,أيام دون تقدم
No Recent Progress,لا يوجد تقدم حديث
No Repeat or Needs Revision items were found. A forward assignment should be entered manually for now.,لا إعادة أو يحتاج المراجعة البنود كانت العثور. لاحق الإسناد ينبغي أن يكون إدخاله يدوياً لـ الآن.
No students are available for attendance in this Halaqa.,لا الطلاب هي متاحين لـ الحضور في هذا الحلقة.
Not Applicable,لا ينطبق
Not Set,غير محدد
Not Started,لم تبدأ
Notes,ملاحظات
Notification Recipients,مستلمو الإشعارات
Notify by Email,الإخطار عن طريق البريد الإلكتروني
Notify by SMS,الإشعار برسالة نصية
O+,O+
O-,O-
Observer,المراقب
Occurrence Count,عدد التكرارات
Online,عن بُعد
Online Meeting Details,تفاصيل الاجتماع عبر الإنترنت
Only Draft or Cancelled Student Assignments can be deleted. Use Completed to preserve history.,فقط مسودة أو ملغى الطالب الإسنادات يمكن أن يكون حذفها. استخدم مكتمل إلى حفظ السجل.
Only a provisionally approved application can be finalized.,فقط مبدئياً معتمد الطلب يمكن أن يكون إنهاؤه.
Open,فتح
Open Exceptions,التنبيهات المفتوحة
Open-ended,مفتوح النهاية
Opening Date,تاريخ الفتح
Organization,منظمة
Other,آخر
Overall Rating,التقييم العام
Overall Result,النتيجة الإجمالية
Overall Score,الدرجة الإجمالية
Overdue Evaluation,تقييم متأخر
Overdue Follow-up,متابعة متأخرة
Page Count,عدد الصفحات
Parent Contact,التواصل مع ولي الأمر
Parent Contact Required,التواصل مع ولي الأمر مطلوب
Passed,تم الاجتياز بنجاح
Passing Final Exam,ناجح الاختبار النهائي
Passing Score,درجة النجاح
Paused,متوقف مؤقتاً
Pending,قيد الانتظار
Performance,أداء
Periodic,دوري
Personal Information,البيانات الشخصية
Phone,هاتف
Photo,الصورة
Place of Birth,مكان الميلاد
Placement,تحديد المستوى
Placement Evaluation,تحديد المستوى التقييم
Planned,مخطط
Planning,التخطيط
Please enter a valid email address.,يرجى إدخال عنوان بريد إلكتروني صالح.
Policy Text,نص السياسة
Preferred Branch,الفرع المرغوب
Preferred Contact Number,رقم الاتصال المفضل
Preferred Days,أيام الدراسة المناسبة
Preferred Time From,الوقت المناسب من
Preferred Time To,الوقت المناسب إلى
Preferred end time must be after start time.,المفضل النهاية الوقت يجب أن يكون بعد البداية الوقت.
Present,حاضر
Present Count,عدد الحاضرين
Previous Ijazah Details,بيانات الإجازات السابقة
Previous Ijazah Details are required when Has Previous Ijazah is enabled.,تفاصيل الإجازة السابقة هي مطلوب عندما لديه إجازة سابقة هو مفعلاً.
Previous Ijazah Details are required.,تفاصيل الإجازة السابقة هي مطلوب.
Previous Sheikhs,المشايخ الذين سبق له القراءة عليهم
Primary,أساسي
Prior 20 Juz Verified by Sheikh,السابقة 20 الجزء متحقق منها بواسطة الشيخ
Priority,أفضلية
Priority is required.,الأولوية هو مطلوب.
Private Location,خاص الموقع
Profile Image,الملف الصورة
Program Milestones,مراحل البرنامج
Program Name,إسم البرنامج
Progress Date,التقدم التاريخ
Progress Date is required.,التقدم التاريخ هو مطلوب.
Progress Entries,سجلات التقدم
Progress Item row {0} does not fall inside any assigned {1} Quran range.,بند التقدم الصف {0} لا يقع داخل أي مسند {1} القرآن النطاق.
"Progress Item row {0} is marked as {1}, but no {1} range exists in this progress record.",بند التقدم الصف {0} هو محدد كـ {1}، لكن لا {1} النطاق موجود في هذا التقدم سجل.
"Progress Item, row {0}: {1}",بند التقدم، الصف {0}: {1}
Progress Items,التقدم البنود
Progress Summary,ملخص التقدم
Progress Type,نوع التقدم
Progress Type must be New Memorization or Revision.,نوع التقدم يجب أن يكون الحفظ الجديد أو المراجعة.
Prompt,تلقين
Prompt Count,عدد التلقينات
Prompt Count cannot be negative.,عدد التلقينات لا يمكن أن يكون سالبة.
Proposed Halaqa,الحلقة المقترحة
Proposed Level,المستوى المقترح
Proposed Program,البرنامج المقترح
Proposed Teacher,المعلم المقترح
Provisional Approval Date,المبدئية الموافقة التاريخ
Provisionally Approve,مبدئياً اعتماد
Provisionally Approved,موافقة مبدئية
Punctuality,الالتزام بالمواعيد
Qiraat,القراءات
Qiraat Method,طريقة القراءات
Qiraat Method is required when Study Track is Qiraat.,طريقة القراءات هو مطلوب عندما مسار الدراسة هو القراءات.
Qualification,المؤهل
Quality and Reports,الجودة والتقارير
Question,سؤال
Question Row ID,معرّف صف السؤال
Quran Performance,الأداء القرآني
Quran Profile,الملف القرآني
Quran Profile and Admission Goal,الملف القرآني وهدف القبول
Quran Program,البرنامج القرآني
Quran Progress,التقدم القرآني
Quran Status,الحالة القرآنية
Range Configuration,النطاق الإعداد
Rating,تقييم
Rating must be between 1 and 5.,التقييم يجب أن يكون بين 1 و 5.
Reader,القارئ
Ready,جاهز
Recorded Errors,مسجلة الأخطاء
Registration Date,تاريخ التسجيل
Registration Date cannot be earlier than Date of Birth.,تاريخ التسجيل لا يمكن أن يكون أسبق من تاريخ الميلاد.
Registration Date cannot be in the future.,تاريخ التسجيل لا يمكن أن يكون في الـ المستقبل.
Regular,منتظم
Reject,رفض
Rejected,مرفوض
Rejection Reason,سبب الرفض
Rejection Reason is required.,سبب الرفض هو مطلوب.
Relationship,صلة القرابة
Remote,بعيد
Repeat,كرر
Repeated Absence,غياب متكرر
Repeated Absence Threshold,حد الغياب المتكرر
Repeated Lateness,تأخر متكرر
Repeated Lateness Threshold,حد التأخر المتكرر
Repeated Weak Result,نتائج ضعيفة متكررة
Reported By,أبلغ عنها
Required Juz,الأجزاء المطلوبة
Required Juz must be between 0 and 30.,الأجزاء المطلوبة يجب أن يكون بين 0 و 30.
Required Riwayah,مطلوب الرواية
Required Text,مطلوب النص
Requires Follow-up,يتطلب متابعة
Requires Guardian Notification,يتطلب إشعار ولي الأمر
Requires Jazariyyah,يتطلب الجزرية
Resolution,قرار
Resolution Notes,ملاحظات الحل
Resolution Notes are required for a Resolved exception.,ملاحظات الحل هي مطلوب لـ محلول الاستثناء.
Resolution Notes are required for a Resolved follow-up.,ملاحظات الحل هي مطلوب لـ محلول المتابعة.
Resolution Notes are required for a Resolved supervision item.,ملاحظات الحل هي مطلوب لـ محلول الإشراف البند.
Resolution Notes are required.,ملاحظات الحل هي مطلوب.
Resolved,تم الحل
Resolved On,محلول في
Resolved or Cancelled follow-ups cannot require another follow-up.,محلول أو ملغى المتابعات لا يمكن يتطلب آخر المتابعة.
Resolved or Not Applicable items cannot require follow-up.,محلول أو لا منطبق البنود لا يمكن يتطلب المتابعة.
Respect,الاحترام
Result,نتيجة
Result is required.,النتيجة هو مطلوب.
"Result must be Excellent, Very Good, Good, Needs Revision, or Repeat.",النتيجة يجب أن يكون ممتاز، جيد جيد، جيد، يحتاج المراجعة، أو إعادة.
Revelation Place,مكان النزول
Review Area,المراجعة المنطقة
Review Findings,المراجعة الملاحظات
Review Started On,المراجعة بدأ في
Revision,المراجعة
Revision From Ayah,المراجعة من الآية
Revision From Ayah cannot exceed {0} for the selected Surah.,المراجعة من الآية لا يمكن يتجاوز {0} لـ الـ المحدد السورة.
Revision From Ayah must be greater than zero.,المراجعة من الآية يجب أن يكون أكبر من الصفر.
Revision From Page,المراجعة من الصفحة
Revision From Page cannot be before page {0} for the selected Surah.,المراجعة من الصفحة لا يمكن أن يكون قبل صفحة {0} لـ الـ المحدد السورة.
Revision From Page cannot exceed page {0} for the selected Surah.,المراجعة من الصفحة لا يمكن يتجاوز صفحة {0} لـ الـ المحدد السورة.
Revision State,حالة المراجعة
Revision Surah,المراجعة السورة
Revision To Ayah,المراجعة إلى الآية
Revision To Ayah cannot be before Revision From Ayah.,المراجعة إلى الآية لا يمكن أن يكون قبل المراجعة من الآية.
Revision To Ayah cannot exceed {0} for the selected Surah.,المراجعة إلى الآية لا يمكن يتجاوز {0} لـ الـ المحدد السورة.
Revision To Ayah must be greater than zero.,المراجعة إلى الآية يجب أن يكون أكبر من الصفر.
Revision To Page,المراجعة إلى الصفحة
Revision To Page cannot be before Revision From Page.,المراجعة إلى الصفحة لا يمكن أن يكون قبل المراجعة من الصفحة.
Revision To Page cannot be before page {0} for the selected Surah.,المراجعة إلى الصفحة لا يمكن أن يكون قبل صفحة {0} لـ الـ المحدد السورة.
Revision To Page cannot exceed page {0} for the selected Surah.,المراجعة إلى الصفحة لا يمكن يتجاوز صفحة {0} لـ الـ المحدد السورة.
Revocation Reason,سبب السحب
Revocation Reason is required.,سبب السحب هو مطلوب.
Revoked,إلغاء
Riwayah,الرواية
Riwayah Completion,الرواية الإكمال
Role,صلاحية
Rule Name,اسم القاعدة
Saturday,السبت
Schedule,جدول
Schedule Description,وصف الجدول
Scheduled,من المقرر
School,مدرسة
School or University,المؤسسة التعليمية
Scientific Committee,اللجنة العلمية
Selected Academic Term does not exist.,المحدد الفصل الدراسي لا موجوداً.
Selected Attendance does not contain Student Assignment {0}.,المحدد الحضور لا يحتوي إسناد الطالب {0}.
Selected Attendance does not exist.,المحدد الحضور لا موجوداً.
Selected Branch does not exist.,المحدد الفرع لا موجوداً.
Selected Halaqa does not exist.,المحدد الحلقة لا موجوداً.
Selected Session does not exist.,المحدد الجلسة لا موجوداً.
Selected Session does not have a Halaqa.,المحدد الجلسة لا لديه الحلقة.
Selected Session does not have a Session Date.,المحدد الجلسة لا لديه تاريخ الجلسة.
Selected Source Evaluation does not exist.,المحدد التقييم المصدر لا موجوداً.
Selected Source Progress does not exist.,المحدد سجل التقدم المصدر لا موجوداً.
Selected Source Session does not exist.,المحدد الجلسة المصدر لا موجوداً.
Selected Student Assignment does not exist.,المحدد إسناد الطالب لا موجوداً.
Selected Supervisor does not exist.,المحدد المشرف لا موجوداً.
Selected Surah does not exist.,المحدد السورة لا موجوداً.
Selected Surah is inactive.,المحدد السورة هو غير نشط.
Selected Surah {0} does not exist.,المحدد السورة {0} لا موجوداً.
Selected Surah {0} is inactive.,المحدد السورة {0} هو غير نشط.
Selected source document does not belong to Student Assignment {0}.,المحدد المصدر المستند لا يتبع إلى إسناد الطالب {0}.
Selected source document does not exist.,المحدد المصدر المستند لا موجوداً.
Selected {0} does not belong to Student Assignment {1}.,المحدد {0} لا يتبع إلى إسناد الطالب {1}.
Selected {0} does not exist.,المحدد {0} لا موجوداً.
Sequence,التسلسل
Session,الجلسة
Session Context,الجلسة السياق
Session Date,تاريخ الجلسة
Session Date cannot be after the Academic Term ends.,تاريخ الجلسة لا يمكن أن يكون بعد الـ الفصل الدراسي ينتهي.
Session Date cannot be after the Halaqa End Date.,تاريخ الجلسة لا يمكن أن يكون بعد الـ الحلقة تاريخ الانتهاء.
Session Date cannot be before the Academic Term starts.,تاريخ الجلسة لا يمكن أن يكون قبل الـ الفصل الدراسي يبدأ.
Session Date cannot be before the Halaqa Start Date.,تاريخ الجلسة لا يمكن أن يكون قبل الـ الحلقة تاريخ البدء.
Session Date is required.,تاريخ الجلسة هو مطلوب.
Session Management,إدارة الجلسات
Session Type,نوع الجلسة
"Session Type must be Regular, Makeup, Extra, or Evaluation.",نوع الجلسة يجب أن يكون عادي، تعويضي، إضافي، أو التقييم.
Session is required.,الجلسة هو مطلوب.
Sessions cannot be created for a Closed Halaqa.,الجلسات لا يمكن أن يكون إنشاء لـ مغلق الحلقة.
Severity,الخطورة
Signature,توقيع
Single,أعزب
Skills,المهارات
Source,المصدر
Source Attendance,الحضور المصدر
Source DocType,المصدر نوع المستند
Source DocType and Source Document must be provided together.,نوع المستند المصدر و المستند المصدر يجب أن يكون توفيرهما معاً.
Source Document,المستند المصدر
Source Evaluation,التقييم المصدر
Source Evaluation must belong to the same Student Assignment.,التقييم المصدر يجب يتبع إلى الـ نفس إسناد الطالب.
Source Progress,سجل التقدم المصدر
Source Progress does not contain any Progress Items.,سجل التقدم المصدر لا يحتوي أي التقدم البنود.
Source Progress is required.,سجل التقدم المصدر هو مطلوب.
Source Progress must be Completed before generating the next assignment.,سجل التقدم المصدر يجب أن يكون مكتمل قبل إنشاء الـ التالي الإسناد.
Source Progress must belong to the same Student Assignment.,سجل التقدم المصدر يجب يتبع إلى الـ نفس إسناد الطالب.
Source Records,السجلات المصدرية
Source Session,الجلسة المصدر
Source Session must belong to the selected Halaqa.,الجلسة المصدر يجب يتبع إلى الـ المحدد الحلقة.
Special,خاص
Start Date,تاريخ البدء
Start Date cannot be after End Date.,تاريخ البدء لا يمكن أن يكون بعد تاريخ الانتهاء.
Start Date cannot be before the Academic Term starts.,تاريخ البدء لا يمكن أن يكون قبل الـ الفصل الدراسي يبدأ.
Start Date is required.,تاريخ البدء هو مطلوب.
Start Juz,جزء البداية
Start Juz must be between 1 and 30.,جزء البداية يجب أن يكون بين 1 و 30.
Start Page,صفحة البداية
Start Page must be between 1 and 604.,صفحة البداية يجب أن يكون بين 1 و 604.
Start Review,البدء المراجعة
Start Time,بداية الوقت
Start Time is required when End Time is set.,وقت البدء هو مطلوب عندما وقت الانتهاء هو تعيين.
Start Time must be before End Time.,وقت البدء يجب أن يكون قبل وقت الانتهاء.
State,حالة
Status,الحالة
"Status must be Active, Paused, Completed, or Inactive.",الحالة يجب أن يكون نشط، متوقف مؤقتاً، مكتمل، أو غير نشط.
"Status must be Draft, Completed, or Cancelled.",الحالة يجب أن يكون مسودة، مكتمل، أو ملغى.
"Status must be Draft, Ready, Assigned, Completed, or Cancelled.",الحالة يجب أن يكون مسودة، جاهز، مسند، مكتمل، أو ملغى.
"Status must be Planned, In Progress, Completed, or Cancelled.",الحالة يجب أن يكون مخطط، في التقدم، مكتمل، أو ملغى.
Structure and Setup,الهيكل والإعداد
Student,الطالب
Student Assignment,إسناد الطالب
Student Assignment does not exist.,إسناد الطالب لا موجوداً.
Student Assignment in row {0} does not belong to this Halaqa.,إسناد الطالب في الصف {0} لا يتبع إلى هذا الحلقة.
Student Assignment is required.,إسناد الطالب هو مطلوب.
Student Assignment or active Discipline Rule is invalid.,إسناد الطالب أو نشط قاعدة الانضباط هو غير صالح.
Student Assignment {0} appears more than once in Attendance.,إسناد الطالب {0} يظهر أكثر من مرة في الحضور.
Student Assignment {0} does not exist.,إسناد الطالب {0} لا موجوداً.
Student Assignment {0} does not have a Halaqa.,إسناد الطالب {0} لا لديه الحلقة.
Student Assignment {0} does not have a Student.,إسناد الطالب {0} لا لديه الطالب.
Student Assignment {0} does not have a Teacher.,إسناد الطالب {0} لا لديه المعلم.
Student Assignment {0} has no completed evaluation since {1}.,إسناد الطالب {0} لديه لا مكتمل التقييم منذ {1}.
Student Assignment {0} has no completed progress since {1}.,إسناد الطالب {0} لديه لا مكتمل التقدم منذ {1}.
Student Assignment {0} has {1} consecutive weak evaluation results.,إسناد الطالب {0} لديه {1} متتالية ضعيفة التقييم نتائج.
Student Assignment {0} has {1} recorded {2} occurrences.,إسناد الطالب {0} لديه {1} مسجلة {2} تكرارات.
Student Code,رمز الطالب
Student Code is required.,رمز الطالب هو مطلوب.
"Student Code may contain only uppercase letters, numbers, hyphens, and underscores.",رمز الطالب قد يحتوي فقط كبيرة حروف، أرقام، شرطات، و شرطات سفلية.
Student Code must contain at least 3 characters.,رمز الطالب يجب يحتوي على الأقل 3 أحرف.
Student Code must contain at least one letter or number.,رمز الطالب يجب يحتوي على الأقل واحد حرف أو الرقم.
Student Code {0} is already used by student {1}.,رمز الطالب {0} هو بالفعل مستخدم بواسطة الطالب {1}.
Student Lifecycle,الطالب دورة الحياة
Student Name,أسم الطالب
Student Progress,التقدم القرآني للطالب
Student Progress does not have a Student Assignment.,تقدم الطالب لا لديه إسناد الطالب.
Student Without Active Assignment,طالب دون إسناد نشط
Student in row {0} does not match the Student Assignment.,الطالب في الصف {0} لا يطابق الـ إسناد الطالب.
Student is required.,الطالب هو مطلوب.
Student {0} already has an Active Primary Assignment: {1}.,الطالب {0} بالفعل لديه نشط أساسي الإسناد: {1}.
Student {0} does not exist.,الطالب {0} لا موجوداً.
Student {0} must be Active before an assignment can be activated. Current status: {1}.,الطالب {0} يجب أن يكون نشط قبل الإسناد يمكن أن يكون تفعيله. الحالة الحالية: {1}.
Students,الطلاب
Students and Teaching,الطلاب والتعليم
Study Track,المسار القرآني المطلوب
Submit Application,إرسال الطلب
Substitute,بديل
Sughra,الصغرى
Summary,ملخص
Sunday,الأحد
"Supervision Item, row {0}: Due Date cannot be before Visit Date.",بند الإشراف، الصف {0}: تاريخ الاستحقاق لا يمكن أن يكون قبل الزيارة التاريخ.
"Supervision Item, row {0}: {1}",بند الإشراف، الصف {0}: {1}
Supervision Items,الإشراف البنود
Supervision Visit,زيارة الإشراف
Supervisor,مشرف
Supervisor Summary,ملخص المشرف
Supervisor Summary is required for a Completed visit.,المشرف الملخص هو مطلوب لـ مكتمل الزيارة.
Supervisor is required.,المشرف هو مطلوب.
Supporting Document,مستندات داعمة
Surah,السورة
Surah Number,السورة الرقم
Surah Number must be between 1 and 114.,السورة الرقم يجب أن يكون بين 1 و 114.
Surah is required.,السورة هو مطلوب.
Suspended,معلق
Suspension,إيقاف
System Manager,مدير النظام
Tajweed,التجويد
Tajweed Practical,التجويد العملي
Tajweed Rules,التجويد الأحكام
Tajweed Theory,التجويد النظري
Tajweed Theory Score,التجويد النظري الدرجة
Target Juz Level,مستوى الجزء المستهدف
Teacher,المعلم
Teacher Adherence,التزام المعلم
Teacher Assessment,تقييم المعلم
Teacher Name,اسم المعلم
Teacher Name is required.,اسم المعلم هو مطلوب.
Teacher Notes,ملاحظات المعلم
Teacher follow-up {0} is overdue.,المعلم المتابعة {0} هو متأخرة.
Teacher is required.,المعلم هو مطلوب.
"Teacher {0} belongs to Branch {1}, not the selected Branch {2}.",المعلم {0} يتبع إلى الفرع {1}، لا الـ المحدد الفرع {2}.
Teacher {0} does not exist.,المعلم {0} لا موجوداً.
Teacher {0} is disabled.,المعلم {0} هو معطّل.
Teacher {0} must be Active.,المعلم {0} يجب أن يكون نشط.
Teacher {0} must be Active. Current status: {1}.,المعلم {0} يجب أن يكون نشط. الحالة الحالية: {1}.
Teacher {0} must be enabled.,المعلم {0} يجب أن يكون مفعلاً.
Teachers,المعلمون
Teaching Location,موقع التدريس
Teaching Location does not allow Halaqas.,موقع التدريس لا يسمح الحلقات.
Teaching Location does not exist.,موقع التدريس لا موجوداً.
Teaching Location must be Active.,موقع التدريس يجب أن يكون نشط.
Teaching Location must belong to the selected Branch.,موقع التدريس يجب يتبع إلى الـ المحدد الفرع.
"Teaching Location {0} belongs to Branch {1}, not the selected Branch {2}.",موقع التدريس {0} يتبع إلى الفرع {1}، لا الـ المحدد الفرع {2}.
Teaching Location {0} does not exist.,موقع التدريس {0} لا موجوداً.
Teaching Location {0} must be Active. Current status: {1}.,موقع التدريس {0} يجب أن يكون نشط. الحالة الحالية: {1}.
Teaching Locations,مواقع التعليم
Teaching locations cannot be linked to an inactive branch.,التدريس المواقع لا يمكن أن يكون مرتبط إلى غير نشط الفرع.
Temporary,مؤقت
Term Name,اسم الشرط
"Term dates must fall between {0} and {1}, the dates of Academic Year {2}.",الفصل التواريخ يجب يقع بين {0} و {1}، الـ التواريخ لـ العام الدراسي {2}.
Term {0} already exists in Academic Year {1}.,الفصل {0} بالفعل موجود في العام الدراسي {1}.
Text,نص
"Text completion requires 100% memorization, completed explanation, and a passing teacher assessment.",النص الإكمال يتطلب 100% الحفظ، مكتمل الشرح، و ناجح المعلم التقييم.
The Final 10 Juz exam requires 30 completed Juz and verification of the other 20 Juz by the Sheikh.,النهائي 10 الجزء الاختبار يتطلب 30 مكتمل الجزء و تحقق لـ الـ الأخرى 20 الجزء بواسطة الـ الشيخ.
The Final 30 Juz exam requires all 30 Juz.,النهائي 30 الجزء الاختبار يتطلب جميع 30 الجزء.
"The assignment period overlaps with Primary Assignment {0}, from {1} to {2}.",الإسناد الفترة يتداخل مع أساسي الإسناد {0}، من {1} إلى {2}.
The guardian must be notified before resolving this incident.,ولي الأمر يجب أن يكون إشعاره قبل حل هذا المخالفة.
The proposed Halaqa must have a Branch and Academic Year.,المقترحة الحلقة يجب لديه الفرع و العام الدراسي.
"The range {0}-{1} overlaps with Juz Level {2}, which uses the range {3}-{4}.",النطاق {0}-{1} يتداخل مع مستوى الجزء {2}، الذي يستخدم الـ النطاق {3}-{4}.
The scientific committee exam requires at least 15 completed Juz.,العلمية اللجنة الاختبار يتطلب على الأقل 15 مكتمل الجزء.
The scientific committee requires exactly one Chair.,العلمية اللجنة يتطلب بالضبط واحد الرئيس.
The selected Academic Year does not exist.,المحدد العام الدراسي لا موجوداً.
The selected Branch must be Active.,المحدد الفرع يجب أن يكون نشط.
The selected Dar Quraan Branch does not exist.,المحدد دار القرآن الفرع لا موجوداً.
The selected Default Branch does not exist.,المحدد الفرع الافتراضي لا موجوداً.
The selected Default Branch must be Active. Current status: {0}.,المحدد الفرع الافتراضي يجب أن يكون نشط. الحالة الحالية: {0}.
The selected Default Halaqa does not allow new student assignments.,المحدد الحلقة الافتراضية لا يسمح الجديد الطالب الإسنادات.
The selected Default Halaqa does not exist.,المحدد الحلقة الافتراضية لا موجوداً.
The selected Default Halaqa must be Active. Current status: {0}.,المحدد الحلقة الافتراضية يجب أن يكون نشط. الحالة الحالية: {0}.
The selected Default Teacher does not exist.,المحدد المعلم الافتراضي لا موجوداً.
The selected Default Teacher must be Active. Current status: {0}.,المحدد المعلم الافتراضي يجب أن يكون نشط. الحالة الحالية: {0}.
This application is already linked to a student.,هذا الطلب هو بالفعل مرتبط إلى الطالب.
This exam requires at least three scientific committee members.,هذا الاختبار يتطلب على الأقل ثلاثة العلمية اللجنة الأعضاء.
Thursday,الخميس
Tilawah,التلاوة
Timing,التوقيت
Title,اللقب
To Ayah,إلى الآية
To Ayah cannot be before From Ayah.,إلى الآية لا يمكن أن يكون قبل من الآية.
To Ayah cannot exceed {0} for the selected Surah.,إلى الآية لا يمكن يتجاوز {0} لـ الـ المحدد السورة.
To Ayah must be greater than zero.,إلى الآية يجب أن يكون أكبر من الصفر.
To Date,إلى تاريخ
To Page,إلى الصفحة
To Page cannot be before From Page.,إلى الصفحة لا يمكن أن يكون قبل من الصفحة.
To Page cannot be before page {0} for the selected Surah.,إلى الصفحة لا يمكن أن يكون قبل صفحة {0} لـ الـ المحدد السورة.
To Page cannot exceed page {0} for the selected Surah.,إلى الصفحة لا يمكن يتجاوز صفحة {0} لـ الـ المحدد السورة.
To Page cannot exceed the Surah ending page {0}.,إلى الصفحة لا يمكن يتجاوز الـ السورة نهاية صفحة {0}.
To Page must be greater than zero.,إلى الصفحة يجب أن يكون أكبر من الصفر.
Total Deduction,إجمالي الخصم
Total Students,مجموع الطلاب
Track / Riwayah,المسار / الرواية
Transfer,نقل
Transfer Reason,سبب النقل
Transfer Reason is required for a Transfer assignment.,سبب النقل هو مطلوب لـ نقل الإسناد.
Transliterated Name,الاسم المنقول صوتياً
Tuesday,الثلاثاء
Tuhfat Al-Atfal,تحفة الأطفال
Unannounced,مفاجئة
Under Review,قيد المراجعة
Unknown,غير معروف
Urgent,عاجل
Use Finalize Admission to create the linked student.,استخدم إنهاء القبول إلى إنشاء الـ مرتبط الطالب.
User,المستعمل
User Guide,دليل المستخدم
Verbal Notice,شفهي إنذار
Verified Completed Juz at Exam,الأجزاء المكتملة المتحقق منها على الاختبار
Verified Completed Juz must be between 0 and 30.,الأجزاء المكتملة المتحقق منها يجب أن يكون بين 0 و 30.
Very Good,جيد جيد
Visit Date,الزيارة التاريخ
Visit Date is required.,الزيارة التاريخ هو مطلوب.
Visit Type,نوع الزيارة
Waqf and Ibtida,الوقف و الابتداء
Weak Result Threshold,حد النتيجة الضعيفة
Website,الموقع
Wednesday,الأربعاء
Weekly Individual Minutes,الدقائق الفردية الأسبوعية
Weekly individual time must be at least 30 minutes.,أسبوعياً الفردي الوقت يجب أن يكون على الأقل 30 دقيقة.
WhatsApp Number,رقم الواتساب
Widowed,ارمل
Withdrawn,مسحوب
Women,نساء
Work Number,رقم العمل
Written Notice,كتابي إنذار
Your Dar Quraan admission application {0} is now {1}.,الخاص بك دار القرآن القبول الطلب {0} هو الآن {1}.
Your application was received. The administration will contact you regarding the next step.,تم استلام طلبك. ستتواصل معك الإدارة بشأن الخطوة التالية.
Youth,شباب
{0} cannot be negative.,{0} لا يمكن أن يكون سالبة.
{0} is required for approval.,{0} هو مطلوب لـ الموافقة.
{0} is required.,{0} مطلوب.
{0} must be between 0 and 30.,{0} يجب أن يكون بين 0 و 30.
